time_s,deco_stop,o2,depth_m,temp_c,avg_ppo2,tts_min,ndl_min,he
430,0,21,18.0,25.0,0.58,5,38,0
440,0,21,17.8,25.0,0.58,5,37,0
450,0,21,17.9,25.0,0.58,5,36,0
460,0,21,17.7,25.0,0.58,5,38,0
470,0,21,19.4,25.0,0.61,5,32,0
480,0,21,19.6,25.0,0.62,5,30,0
490,0,21,19.4,25.0,0.61,5,29,0
500,0,21,19.6,25.0,0.62,5,29,0
510,0,21,19.4,25.0,0.61,5,30,0
520,0,21,19.3,25.0,0.61,5,29,0
530,0,21,19.6,25.0,0.62,5,29,0
540,0,21,19.9,25.0,0.62,5,27,0
550,0,21,19.2,25.0,0.61,5,29,0
560,0,21,19.6,25.0,0.62,5,29,0
570,0,21,19.7,25.0,0.62,5,27,0
580,0,21,19.4,25.0,0.61,5,29,0
590,0,21,19.2,25.0,0.61,5,29,0
600,0,21,19.2,25.0,0.61,5,29,0
610,0,21,19.7,25.0,0.62,5,26,0
620,0,21,19.8,25.0,0.62,5,27,0
630,0,21,19.2,25.0,0.61,5,28,0
640,0,21,20.1,25.0,0.62,5,26,0
650,0,21,20.0,25.0,0.62,5,25,0
660,0,21,20.1,25.0,0.63,5,25,0
670,0,21,20.5,25.0,0.63,5,24,0
680,0,21,20.7,25.0,0.64,6,23,0
690,0,21,21.0,25.0,0.64,6,21,0
700,0,21,21.1,25.0,0.64,6,21,0
710,0,21,21.2,25.0,0.65,6,20,0
720,0,21,21.6,25.0,0.66,6,19,0
730,0,21,21.5,25.0,0.66,6,19,0
740,0,21,21.4,25.0,0.65,6,19,0
750,0,21,20.9,25.0,0.64,6,20,0
760,0,21,20.6,25.0,0.64,6,21,0
770,0,21,20.8,25.0,0.64,6,21,0
780,0,21,20.8,25.0,0.64,6,21,0
790,0,21,20.9,25.0,0.64,6,20,0
800,0,21,20.3,25.0,0.63,6,20,0
810,0,21,20.4,25.0,0.63,5,21,0
820,0,21,19.9,25.0,0.62,5,21,0
830,0,21,19.7,25.0,0.62,5,22,0
840,0,21,19.3,25.0,0.61,5,23,0
850,0,21,18.0,25.0,0.58,5,28,0
860,0,21,17.8,25.0,0.58,5,30,0
870,0,21,17.8,25.0,0.58,5,30,0
880,0,21,18.4,25.0,0.59,5,27,0
890,0,21,18.1,25.0,0.59,5,27,0
900,0,21,17.7,25.0,0.58,5,30,0
910,0,21,17.9,25.0,0.58,5,28,0
920,0,21,17.3,25.0,0.57,5,30,0
930,0,21,18.6,25.0,0.6,5,26,0
940,0,21,18.7,25.0,0.6,5,26,0
950,0,21,19.2,25.0,0.61,5,23,0
960,0,21,19.2,25.0,0.61,5,23,0
970,0,21,19.6,25.0,0.62,5,22,0
980,0,21,20.0,25.0,0.62,5,20,0
990,0,21,19.8,25.0,0.62,5,20,0
1000,0,21,19.2,25.0,0.61,5,22,0
1010,0,21,18.8,25.0,0.6,5,22,0
1020,0,21,18.5,25.0,0.59,5,24,0
1030,0,21,18.5,25.0,0.59,5,27,0
1040,0,21,18.8,25.0,0.6,5,23,0
1050,0,21,17.8,25.0,0.58,5,24,0
1060,0,21,17.8,25.0,0.58,5,28,0
1070,0,21,18.1,25.0,0.59,5,27,0
1080,0,21,18.3,25.0,0.59,5,24,0
1090,0,21,18.6,25.0,0.59,5,23,0
1100,0,21,19.5,25.0,0.61,5,20,0
1110,0,21,19.8,25.0,0.62,5,18,0
1120,0,21,19.2,25.0,0.61,5,20,0
1130,0,21,18.7,25.0,0.6,5,21,0
1140,0,21,17.8,25.0,0.58,5,25,0
1150,0,21,16.6,25.0,0.55,5,30,0
1160,0,21,15.3,25.0,0.53,5,40,0
1170,0,21,16.0,25.0,0.54,5,40,0
1180,0,21,17.6,25.0,0.57,5,27,0
1190,0,21,18.2,25.0,0.59,5,25,0
1200,0,21,18.2,25.0,0.59,5,23,0
1210,0,21,17.9,25.0,0.58,5,24,0
1220,0,21,17.0,25.0,0.56,5,29,0
1230,0,21,16.3,25.0,0.55,5,33,0
1240,0,21,16.0,25.0,0.54,5,34,0
1250,0,21,15.9,25.0,0.54,5,35,0
1260,0,21,17.1,25.0,0.56,5,28,0
1270,0,21,17.7,25.0,0.57,5,24,0
1280,0,21,17.4,25.0,0.57,5,23,0
1290,0,21,17.2,25.0,0.57,5,25,0
1300,0,21,16.8,25.0,0.56,5,29,0
1310,0,21,15.8,25.0,0.54,5,33,0
1320,0,21,16.0,25.0,0.54,5,34,0
1330,0,21,15.9,25.0,0.54,5,33,0
1340,0,21,15.9,25.0,0.54,5,33,0
1350,0,21,16.3,25.0,0.55,5,32,0
1360,0,21,16.5,25.0,0.55,5,30,0
1370,0,21,16.9,25.0,0.56,5,27,0
1380,0,21,17.0,25.0,0.56,5,26,0
1390,0,21,16.8,25.0,0.56,5,26,0
1400,0,21,16.4,25.0,0.55,5,26,0
1410,0,21,15.8,25.0,0.54,5,31,0
1420,0,21,15.2,25.0,0.53,5,32,0
1430,0,21,15.1,25.0,0.52,5,38,0
1440,0,21,14.9,25.0,0.52,5,39,0
1450,0,21,14.8,25.0,0.52,5,38,0
1460,0,21,15.0,25.0,0.52,5,40,0
1470,0,21,15.0,25.0,0.52,5,38,0
1480,0,21,15.0,25.0,0.52,5,38,0
1490,0,21,14.8,25.0,0.52,5,38,0
1500,0,21,14.9,25.0,0.52,5,39,0
1510,0,21,15.4,25.0,0.53,5,35,0
1520,0,21,15.5,25.0,0.53,5,34,0
1530,0,21,15.6,25.0,0.53,5,33,0
1540,0,21,16.0,25.0,0.54,5,31,0
1550,0,21,16.8,25.0,0.56,5,26,0
1560,0,21,17.1,25.0,0.56,5,25,0
1570,0,21,17.5,25.0,0.57,5,23,0
1580,0,21,18.0,25.0,0.58,5,21,0
1590,0,21,17.8,25.0,0.58,5,18,0
1600,0,21,17.8,25.0,0.58,5,20,0
1610,0,21,18.0,25.0,0.58,5,19,0
1620,0,21,18.3,25.0,0.59,5,18,0
1630,0,21,18.2,25.0,0.59,5,17,0
1640,0,21,18.3,25.0,0.59,5,17,0
1650,0,21,18.0,25.0,0.58,5,17,0
1660,0,21,17.9,25.0,0.58,5,17,0
1670,0,21,18.1,25.0,0.59,5,17,0
1680,0,21,18.1,25.0,0.59,5,16,0
1690,0,21,17.4,25.0,0.57,5,19,0
1700,0,21,16.7,25.0,0.56,5,21,0
1710,0,21,16.5,25.0,0.55,5,22,0
1720,0,21,16.2,25.0,0.55,5,24,0
1730,0,21,15.2,25.0,0.53,5,26,0
1740,0,21,14.3,25.0,0.51,5,34,0
1750,0,21,13.8,25.0,0.5,5,38,0
1760,0,21,13.2,25.0,0.49,5,45,0
1770,0,21,11.4,25.0,0.45,5,61,0
1780,0,21,10.8,25.0,0.43,5,99,0
1790,0,21,11.6,25.0,0.45,5,99,0
1800,0,21,12.2,25.0,0.46,5,65,0
1810,0,21,11.8,25.0,0.45,5,78,0
1820,0,21,11.4,25.0,0.45,5,88,0
1830,0,21,10.8,25.0,0.43,5,99,0
1840,0,21,10.0,25.0,0.42,4,99,0
1850,0,21,8.2,25.0,0.39,4,99,0
1860,0,21,6.3,25.0,0.34,4,99,0
1870,0,21,4.7,25.0,0.31,4,99,0
1880,0,21,4.8,25.0,0.31,4,99,0
1890,0,21,5.3,25.0,0.32,4,99,0
1900,0,21,5.1,25.0,0.32,3,99,0
1910,0,21,5.3,25.0,0.32,3,99,0
1920,0,21,5.3,25.0,0.32,3,99,0
1930,0,21,5.9,25.0,0.33,3,99,0
1940,0,21,5.5,25.0,0.32,3,99,0
1950,0,21,5.4,25.0,0.32,3,99,0
1960,0,21,5.0,25.0,0.31,2,99,0
1970,0,21,5.1,25.0,0.31,2,99,0
1980,0,21,5.3,25.0,0.32,2,99,0
1990,0,21,5.4,25.0,0.32,2,99,0
2000,0,21,5.3,25.0,0.32,2,99,0
2010,0,21,5.5,25.0,0.32,2,99,0
2020,0,21,5.5,25.0,0.33,1,99,0
2030,0,21,5.8,25.0,0.33,1,99,0
2040,0,21,5.0,25.0,0.31,1,99,0
2050,0,21,4.6,25.0,0.31,1,99,0
2060,0,21,4.0,25.0,0.29,1,99,0
2070,0,21,3.6,25.0,0.29,1,99,0
2080,0,21,3.4,25.0,0.28,1,99,0
2090,0,21,3.4,25.0,0.28,1,99,0
2100,0,21,2.7,25.0,0.27,1,99,0
2110,0,21,2.1,25.0,0.26,1,99,0
2120,0,21,1.2,25.0,0.24,1,99,0
2130,0,21,0.0,25.0,0.22,0,99,0
2140,0,21,0.0,25.0,0.22,0,99,0
2150,0,21,0.0,25.0,0.23,1,99,0
2160,0,21,0.0,25.0,0.23,1,99,0
2170,0,21,0.0,25.0,0.23,1,99,0
2180,0,21,0.0,25.0,0.22,0,99,0
2190,0,21,0.0,25.0,0.22,0,99,0
2200,0,21,0.0,25.0,0.21,0,99,0
2210,0,21,0.0,25.0,0.21,0,99,0
2220,0,21,0.0,25.0,0.21,0,99,0
2230,0,21,0.0,25.0,0.21,0,99,0
