time_s,deco_stop,o2,depth_m,temp_c,avg_ppo2,tts_min,ndl_min,he
10,0,21,1.52,14.4,0.24,1,0,0
20,0,21,2.29,14.4,0.26,1,99,0
30,0,21,3.11,13.9,0.27,1,99,0
40,0,21,3.69,13.9,0.29,1,99,0
50,0,21,3.78,13.9,0.29,1,99,0
60,0,21,4.21,13.9,0.3,1,99,0
70,0,21,4.24,13.9,0.3,1,99,0
80,0,21,4.18,13.9,0.3,1,99,0
90,0,21,4.45,13.9,0.3,1,99,0
100,0,21,4.69,13.3,0.31,1,99,0
110,0,21,5.27,13.3,0.32,1,99,0
120,0,21,5.76,13.3,0.33,1,99,0
130,0,21,5.97,13.3,0.33,1,99,0
140,0,21,6.28,13.3,0.34,1,99,0
150,0,21,6.92,13.3,0.35,1,99,0
160,0,21,7.35,13.3,0.36,1,99,0
170,0,21,7.74,13.3,0.37,1,99,0
180,0,21,7.8,13.3,0.37,1,99,0
190,0,21,7.83,13.3,0.37,1,99,0
200,0,21,7.86,13.3,0.37,1,99,0
210,0,21,7.89,13.3,0.37,1,99,0
220,0,21,7.92,13.3,0.37,1,99,0
230,0,21,8.29,13.3,0.38,1,99,0
240,0,21,8.26,12.8,0.38,1,99,0
250,0,21,8.63,12.8,0.39,1,99,0
260,0,21,8.69,12.8,0.39,1,99,0
270,0,21,8.29,12.8,0.38,1,99,0
280,0,21,7.99,12.8,0.38,1,99,0
290,0,21,7.89,12.8,0.37,1,99,0
300,0,21,7.59,12.8,0.37,1,99,0
310,0,21,7.86,12.8,0.37,1,99,0
320,0,21,7.59,12.8,0.37,1,99,0
330,0,21,7.35,12.8,0.36,1,99,0
340,0,21,7.22,13.3,0.36,1,99,0
350,0,21,7.1,13.3,0.36,1,99,0
360,0,21,6.43,13.3,0.34,1,99,0
370,0,21,5.64,12.8,0.33,1,99,0
380,0,21,5.36,13.3,0.32,1,99,0
390,0,21,5.73,13.3,0.33,1,99,0
400,0,21,6.19,13.3,0.34,1,99,0
410,0,21,6.55,13.3,0.35,1,99,0
420,0,21,6.22,12.8,0.34,1,99,0
430,0,21,5.79,12.8,0.33,1,99,0
440,0,21,5.55,12.8,0.33,1,99,0
450,0,21,5.43,13.3,0.32,1,99,0
460,0,21,5.0,13.3,0.32,1,99,0
470,0,21,4.97,13.3,0.31,1,99,0
480,0,21,4.82,13.3,0.31,1,99,0
490,0,21,3.78,13.3,0.29,1,99,0
500,0,21,3.63,13.3,0.29,1,99,0
510,0,21,3.47,13.3,0.28,1,99,0
520,0,21,3.29,13.3,0.28,1,99,0
530,0,21,3.26,13.3,0.28,1,99,0
540,0,21,3.41,13.3,0.28,1,99,0
550,0,21,3.29,13.3,0.28,1,99,0
560,0,21,2.71,13.3,0.27,1,99,0
570,0,21,1.1,13.3,0.24,1,99,0
580,0,21,0.0,13.3,0.21,0,99,0
590,0,21,0.0,13.3,0.21,0,99,0
600,0,21,0.0,13.3,0.22,0,99,0
610,0,21,0.0,13.3,0.22,0,99,0
620,0,21,0.0,13.3,0.22,0,99,0
630,0,21,0.0,13.3,0.22,0,99,0
