time_s,deco_stop,o2,depth_m,temp_c,avg_ppo2,tts_min,ndl_min,he
10,0,21,0.0,26.0,0.22,0,0,0
20,0,21,2.8,26.0,0.27,1,99,0
30,0,21,4.7,26.0,0.3,1,99,0
40,0,21,6.1,26.0,0.34,1,99,0
50,0,21,7.7,26.0,0.37,1,99,0
60,0,21,9.1,26.0,0.4,1,99,0
70,0,21,10.1,26.0,0.42,1,99,0
80,0,21,9.8,26.0,0.41,1,99,0
90,0,21,10.1,26.0,0.42,1,99,0
100,0,21,10.2,26.0,0.42,1,99,0
110,0,21,10.5,26.0,0.43,1,99,0
120,0,21,10.7,26.0,0.43,2,99,0
130,0,21,10.7,26.0,0.43,2,99,0
140,0,21,10.7,26.0,0.43,2,99,0
150,0,21,10.4,26.0,0.43,1,99,0
160,0,21,10.2,26.0,0.42,1,99,0
170,0,21,10.6,26.0,0.43,1,99,0
180,0,21,10.4,26.0,0.42,1,99,0
190,0,21,10.6,26.0,0.43,2,99,0
200,0,21,10.9,26.0,0.44,2,99,0
210,0,21,10.8,26.0,0.43,2,99,0
220,0,21,10.5,26.0,0.43,2,99,0
230,0,21,10.5,26.0,0.43,2,99,0
240,0,21,10.0,26.0,0.42,1,99,0
250,0,21,9.5,26.0,0.41,1,99,0
260,0,21,9.1,26.0,0.4,1,99,0
270,0,21,9.1,26.0,0.4,1,99,0
280,0,21,9.4,26.0,0.4,1,99,0
290,0,21,9.4,26.0,0.4,1,99,0
300,0,21,9.4,26.0,0.4,1,99,0
310,0,21,8.9,26.0,0.4,1,99,0
320,0,21,8.8,26.0,0.39,1,99,0
330,0,21,8.9,26.0,0.39,1,99,0
340,0,21,9.0,26.0,0.4,1,99,0
350,0,21,9.3,26.0,0.4,1,99,0
360,0,21,8.9,26.0,0.4,1,99,0
370,0,21,9.0,26.0,0.4,1,99,0
380,0,21,9.1,26.0,0.4,1,99,0
390,0,21,8.5,26.0,0.39,1,99,0
400,0,21,7.5,26.0,0.37,1,99,0
410,0,21,7.0,26.0,0.36,1,99,0
420,0,21,7.5,26.0,0.36,1,99,0
430,0,21,7.8,26.0,0.37,1,99,0
440,0,21,7.8,26.0,0.37,1,99,0
450,0,21,8.6,26.0,0.39,1,99,0
460,0,21,9.1,26.0,0.4,1,99,0
470,0,21,8.9,26.0,0.39,1,99,0
480,0,21,8.1,26.0,0.38,1,99,0
490,0,21,7.7,26.0,0.37,1,99,0
500,0,21,7.2,26.0,0.36,1,99,0
510,0,21,6.7,26.0,0.35,1,99,0
520,0,21,6.3,26.0,0.34,1,99,0
530,0,21,6.8,26.0,0.35,1,99,0
540,0,21,6.9,26.0,0.35,1,99,0
550,0,21,7.1,26.0,0.36,1,99,0
560,0,21,7.7,26.0,0.37,1,99,0
570,0,21,8.5,26.0,0.39,1,99,0
580,0,21,8.1,26.0,0.38,1,99,0
590,0,21,7.5,26.0,0.37,1,99,0
600,0,21,7.4,26.0,0.36,1,99,0
610,0,21,7.5,26.0,0.36,1,99,0
620,0,21,7.4,26.0,0.36,1,99,0
630,0,21,7.4,26.0,0.36,1,99,0
640,0,21,7.0,26.0,0.36,1,99,0
650,0,21,5.7,26.0,0.33,1,99,0
660,0,21,5.1,26.0,0.31,1,99,0
670,0,21,6.2,26.0,0.34,1,99,0
680,0,21,7.1,26.0,0.36,1,99,0
690,0,21,7.0,26.0,0.35,1,99,0
700,0,21,7.4,26.0,0.36,1,99,0
710,0,21,7.5,26.0,0.37,1,99,0
720,0,21,6.3,26.0,0.34,1,99,0
730,0,21,6.7,26.0,0.35,1,99,0
740,0,21,7.5,26.0,0.36,1,99,0
750,0,21,7.9,26.0,0.37,1,99,0
760,0,21,8.0,26.0,0.38,1,99,0
770,0,21,7.1,26.0,0.36,1,99,0
780,0,21,7.3,26.0,0.36,1,99,0
790,0,21,7.2,26.0,0.36,1,99,0
800,0,21,7.4,26.0,0.36,1,99,0
810,0,21,7.4,26.0,0.36,1,99,0
820,0,21,7.4,26.0,0.36,1,99,0
830,0,21,7.7,26.0,0.37,1,99,0
840,0,21,7.6,26.0,0.37,1,99,0
850,0,21,6.8,26.0,0.35,1,99,0
860,0,21,6.6,26.0,0.35,1,99,0
870,0,21,6.6,26.0,0.35,1,99,0
880,0,21,6.9,26.0,0.35,1,99,0
890,0,21,6.2,26.0,0.34,1,99,0
900,0,21,5.4,26.0,0.32,1,99,0
910,0,21,6.7,26.0,0.35,1,99,0
920,0,21,6.7,26.0,0.35,1,99,0
930,0,21,5.6,26.0,0.33,1,99,0
940,0,21,6.0,26.0,0.33,1,99,0
950,0,21,6.3,26.0,0.34,1,99,0
960,0,21,6.2,26.0,0.34,1,99,0
970,0,21,7.2,26.0,0.36,1,99,0
980,0,21,7.8,26.0,0.37,1,99,0
990,0,21,7.6,26.0,0.37,1,99,0
1000,0,21,7.4,26.0,0.36,1,99,0
1010,0,21,6.7,26.0,0.35,1,99,0
1020,0,21,6.3,26.0,0.34,1,99,0
1030,0,21,6.9,26.0,0.35,1,99,0
1040,0,21,7.1,26.0,0.36,1,99,0
1050,0,21,7.3,26.0,0.36,1,99,0
1060,0,21,7.5,26.0,0.37,1,99,0
1070,0,21,8.1,26.0,0.38,1,99,0
1080,0,21,8.1,26.0,0.38,1,99,0
1090,0,21,8.2,26.0,0.38,1,99,0
1100,0,21,8.1,26.0,0.38,1,99,0
1110,0,21,7.9,26.0,0.37,1,99,0
1120,0,21,7.8,26.0,0.37,1,99,0
1130,0,21,8.0,26.0,0.37,1,99,0
1140,0,21,8.0,26.0,0.38,1,99,0
1150,0,21,7.9,26.0,0.37,1,99,0
1160,0,21,8.1,26.0,0.38,1,99,0
1170,0,21,8.1,26.0,0.38,1,99,0
1180,0,21,8.3,26.0,0.38,1,99,0
1190,0,21,8.6,26.0,0.39,1,99,0
1200,0,21,8.9,26.0,0.39,1,99,0
1210,0,21,8.6,26.0,0.39,1,99,0
1220,0,21,8.7,26.0,0.39,1,99,0
1230,0,21,8.9,26.0,0.4,1,99,0
1240,0,21,9.0,26.0,0.4,1,99,0
1250,0,21,9.1,26.0,0.4,1,99,0
1260,0,21,9.1,26.0,0.4,1,99,0
1270,0,21,8.8,26.0,0.39,1,99,0
1280,0,21,9.2,26.0,0.4,1,99,0
1290,0,21,9.5,26.0,0.41,1,99,0
1300,0,21,9.7,26.0,0.41,1,99,0
1310,0,21,9.9,26.0,0.41,1,99,0
1320,0,21,10.2,26.0,0.42,1,99,0
1330,0,21,10.5,26.0,0.43,1,99,0
1340,0,21,10.5,25.0,0.43,1,99,0
1350,0,21,10.7,25.0,0.43,2,99,0
1360,0,21,10.7,26.0,0.43,2,99,0
1370,0,21,11.0,26.0,0.44,2,99,0
1380,0,21,11.3,26.0,0.44,5,99,0
1390,0,21,11.2,25.0,0.44,5,99,0
1400,0,21,11.0,25.0,0.44,5,99,0
1410,0,21,11.3,26.0,0.44,5,99,0
1420,0,21,11.4,26.0,0.45,5,99,0
1430,0,21,11.7,26.0,0.45,5,99,0
1440,0,21,11.5,26.0,0.45,5,99,0
1450,0,21,11.4,26.0,0.45,5,99,0
1460,0,21,11.4,26.0,0.45,5,99,0
1470,0,21,11.4,26.0,0.45,5,99,0
1480,0,21,11.7,26.0,0.45,5,99,0
1490,0,21,11.8,26.0,0.46,5,99,0
1500,0,21,12.1,25.0,0.46,5,90,0
1510,0,21,12.2,26.0,0.46,5,91,0
1520,0,21,12.2,25.0,0.46,5,88,0
1530,0,21,12.5,26.0,0.47,5,81,0
1540,0,21,12.2,26.0,0.46,5,86,0
1550,0,21,11.5,26.0,0.45,5,97,0
1560,0,21,11.5,26.0,0.45,5,99,0
1570,0,21,11.5,26.0,0.45,5,98,0
1580,0,21,11.4,26.0,0.45,5,99,0
1590,0,21,11.9,26.0,0.46,5,98,0
1600,0,21,11.9,26.0,0.46,5,98,0
1610,0,21,11.6,26.0,0.45,5,98,0
1620,0,21,11.7,26.0,0.45,5,99,0
1630,0,21,11.6,26.0,0.45,5,97,0
1640,0,21,11.5,26.0,0.45,5,99,0
1650,0,21,11.7,26.0,0.45,5,99,0
1660,0,21,11.3,26.0,0.44,5,99,0
1670,0,21,10.9,26.0,0.44,5,99,0
1680,0,21,10.7,25.0,0.43,5,99,0
1690,0,21,11.1,26.0,0.44,5,99,0
1700,0,21,11.2,26.0,0.44,5,99,0
1710,0,21,11.0,26.0,0.44,5,99,0
1720,0,21,11.1,25.0,0.44,5,99,0
1730,0,21,11.2,26.0,0.44,5,99,0
1740,0,21,11.0,26.0,0.44,5,99,0
1750,0,21,10.6,26.0,0.43,5,99,0
1760,0,21,10.6,26.0,0.43,5,99,0
1770,0,21,10.5,26.0,0.43,5,99,0
1780,0,21,10.0,26.0,0.42,4,99,0
1790,0,21,9.3,26.0,0.4,4,99,0
1800,0,21,9.1,26.0,0.4,4,99,0
1810,0,21,8.9,26.0,0.4,4,99,0
1820,0,21,9.0,26.0,0.4,4,99,0
1830,0,21,8.5,26.0,0.39,4,99,0
1840,0,21,9.2,26.0,0.4,4,99,0
1850,0,21,9.5,26.0,0.41,4,99,0
1860,0,21,9.5,26.0,0.41,4,99,0
1870,0,21,9.1,25.0,0.4,4,99,0
1880,0,21,9.2,25.0,0.4,4,99,0
1890,0,21,9.2,25.0,0.4,4,99,0
1900,0,21,9.4,26.0,0.4,4,99,0
1910,0,21,9.8,26.0,0.41,4,99,0
1920,0,21,9.9,25.0,0.41,4,99,0
1930,0,21,10.1,25.0,0.42,4,99,0
1940,0,21,10.2,26.0,0.42,4,99,0
1950,0,21,10.5,25.0,0.43,4,99,0
1960,0,21,10.5,26.0,0.43,4,99,0
1970,0,21,10.7,26.0,0.43,5,99,0
1980,0,21,11.1,25.0,0.44,5,99,0
1990,0,21,11.5,25.0,0.45,5,99,0
2000,0,21,11.2,25.0,0.44,5,99,0
2010,0,21,11.3,25.0,0.44,5,99,0
2020,0,21,11.4,26.0,0.44,5,99,0
2030,0,21,11.5,26.0,0.45,5,96,0
2040,0,21,11.9,26.0,0.46,5,99,0
2050,0,21,12.2,26.0,0.46,5,82,0
2060,0,21,11.7,26.0,0.45,5,84,0
2070,0,21,11.1,26.0,0.44,5,99,0
2080,0,21,11.4,26.0,0.45,5,99,0
2090,0,21,11.6,26.0,0.45,5,97,0
2100,0,21,11.4,25.0,0.45,5,93,0
2110,0,21,11.8,25.0,0.45,5,84,0
2120,0,21,12.0,26.0,0.46,5,89,0
2130,0,21,12.1,25.0,0.46,5,81,0
2140,0,21,12.1,26.0,0.46,5,83,0
2150,0,21,12.1,26.0,0.46,5,81,0
2160,0,21,12.3,26.0,0.47,5,83,0
2170,0,21,12.4,26.0,0.47,5,79,0
2180,0,21,12.3,26.0,0.46,5,75,0
2190,0,21,12.3,26.0,0.47,5,74,0
2200,0,21,12.7,26.0,0.47,5,79,0
2210,0,21,12.5,26.0,0.47,5,70,0
2220,0,21,13.0,25.0,0.48,5,73,0
2230,0,21,13.0,25.0,0.48,5,63,0
2240,0,21,12.9,26.0,0.48,5,60,0
2250,0,21,12.9,25.0,0.48,5,58,0
2260,0,21,13.3,25.0,0.48,5,63,0
2270,0,21,13.5,26.0,0.49,5,58,0
2280,0,21,13.3,26.0,0.49,5,54,0
2290,0,21,13.5,25.0,0.49,5,54,0
2300,0,21,14.0,26.0,0.5,5,53,0
2310,0,21,13.7,25.0,0.49,5,51,0
2320,0,21,13.6,25.0,0.49,5,52,0
2330,0,21,13.6,25.0,0.49,5,51,0
2340,0,21,13.7,25.0,0.49,5,54,0
2350,0,21,13.5,25.0,0.49,5,54,0
2360,0,21,13.3,25.0,0.49,5,52,0
2370,0,21,12.9,25.0,0.48,5,61,0
2380,0,21,12.9,25.0,0.48,5,70,0
2390,0,21,13.2,25.0,0.48,5,60,0
2400,0,21,13.4,25.0,0.49,5,53,0
2410,0,21,13.8,25.0,0.5,5,49,0
2420,0,21,13.8,25.0,0.5,5,49,0
2430,0,21,13.7,25.0,0.49,5,50,0
2440,0,21,13.8,25.0,0.5,5,53,0
2450,0,21,14.0,25.0,0.5,5,45,0
2460,0,21,13.9,25.0,0.5,5,47,0
2470,0,21,13.7,25.0,0.49,5,50,0
2480,0,21,13.6,25.0,0.49,5,51,0
2490,0,21,13.1,25.0,0.48,5,57,0
2500,0,21,13.6,25.0,0.49,5,50,0
2510,0,21,13.2,26.0,0.48,5,51,0
2520,0,21,13.3,25.0,0.49,5,52,0
2530,0,21,13.5,26.0,0.49,5,53,0
2540,0,21,13.5,25.0,0.49,5,52,0
2550,0,21,13.6,26.0,0.49,5,51,0
2560,0,21,13.5,26.0,0.49,5,51,0
2570,0,21,12.9,25.0,0.48,5,52,0
2580,0,21,12.9,25.0,0.48,5,56,0
2590,0,21,12.8,25.0,0.47,5,58,0
2600,0,21,12.8,25.0,0.47,5,60,0
2610,0,21,13.2,25.0,0.48,5,58,0
2620,0,21,13.3,25.0,0.49,5,51,0
2630,0,21,13.3,25.0,0.48,5,52,0
2640,0,21,13.1,25.0,0.48,5,53,0
2650,0,21,13.1,26.0,0.48,5,52,0
2660,0,21,13.0,25.0,0.48,5,56,0
2670,0,21,13.0,25.0,0.48,5,53,0
2680,0,21,13.2,25.0,0.48,5,56,0
2690,0,21,14.0,26.0,0.5,5,49,0
2700,0,21,13.5,25.0,0.49,5,48,0
2710,0,21,12.7,25.0,0.47,5,49,0
2720,0,21,12.7,25.0,0.47,5,58,0
2730,0,21,12.1,25.0,0.46,5,60,0
2740,0,21,12.6,25.0,0.47,5,65,0
2750,0,21,12.6,25.0,0.47,5,62,0
2760,0,21,12.7,25.0,0.47,5,59,0
2770,0,21,12.9,25.0,0.48,5,59,0
2780,0,21,12.8,25.0,0.48,5,54,0
2790,0,21,12.8,25.0,0.47,5,58,0
2800,0,21,12.8,25.0,0.48,5,55,0
2810,0,21,12.5,25.0,0.47,5,58,0
2820,0,21,12.5,25.0,0.47,5,61,0
2830,0,21,11.6,25.0,0.45,5,62,0
2840,0,21,10.3,25.0,0.43,5,99,0
2850,0,21,9.8,25.0,0.41,4,99,0
2860,0,21,8.7,25.0,0.39,4,99,0
2870,0,21,7.9,25.0,0.37,4,99,0
2880,0,21,5.9,25.0,0.34,4,99,0
2890,0,21,5.7,25.0,0.33,4,99,0
2900,0,21,5.3,25.0,0.32,4,99,0
2910,0,21,4.6,25.0,0.31,4,99,0
2920,0,21,4.7,25.0,0.31,3,99,0
2930,0,21,5.1,25.0,0.32,3,99,0
2940,0,21,5.4,25.0,0.32,3,99,0
2950,0,21,5.4,25.0,0.32,3,99,0
2960,0,21,5.6,25.0,0.33,3,99,0
2970,0,21,5.4,25.0,0.32,3,99,0
2980,0,21,5.3,25.0,0.32,2,99,0
2990,0,21,5.4,25.0,0.32,2,99,0
3000,0,21,5.0,26.0,0.31,2,99,0
3010,0,21,5.6,25.0,0.32,2,99,0
3020,0,21,5.8,25.0,0.33,2,99,0
3030,0,21,4.6,25.0,0.31,2,99,0
3040,0,21,4.9,26.0,0.31,1,99,0
3050,0,21,5.0,25.0,0.31,1,99,0
3060,0,21,5.0,26.0,0.31,1,99,0
3070,0,21,3.5,25.0,0.28,1,99,0
3080,0,21,1.0,25.0,0.23,1,99,0
3090,0,21,0.0,25.0,0.22,1,99,0
3100,0,21,0.0,25.0,0.22,0,99,0
3110,0,21,0.0,25.0,0.22,0,99,0
3120,0,21,0.0,25.0,0.22,0,99,0
3130,0,21,0.0,25.0,0.21,0,99,0
3140,0,21,0.0,25.0,0.21,0,99,0
