time_s,deco_stop,o2,depth_m,temp_c,avg_ppo2,tts_min,ndl_min,he
10,0,21,1.6,9.0,0.24,1,0,0
20,0,21,2.9,9.0,0.26,1,99,0
30,0,21,4.9,9.0,0.31,1,99,0
40,0,21,6.0,9.0,0.33,1,99,0
50,0,21,6.7,9.0,0.35,1,99,0
60,0,21,7.9,9.0,0.37,1,99,0
70,0,21,9.1,9.0,0.4,1,99,0
80,0,21,10.3,9.0,0.42,1,99,0
90,0,21,11.3,9.0,0.44,5,99,0
100,0,21,11.6,9.0,0.45,5,99,0
110,0,21,12.8,9.0,0.47,5,94,0
120,0,21,14.2,9.0,0.5,5,81,0
130,0,21,14.8,9.0,0.51,5,65,0
140,0,21,15.3,9.0,0.52,5,64,0
150,0,21,16.0,9.0,0.54,5,55,0
160,0,21,16.9,9.0,0.56,5,54,0
170,0,21,17.6,9.0,0.57,5,43,0
180,0,21,17.4,9.0,0.57,5,44,0
190,0,21,18.0,9.0,0.58,5,43,0
200,0,21,18.7,9.0,0.59,5,41,0
210,0,21,18.8,9.0,0.6,5,36,0
220,0,21,19.3,9.0,0.61,5,36,0
230,0,21,20.1,9.0,0.62,5,33,0
240,0,21,20.5,9.0,0.63,5,31,0
250,0,21,21.5,9.0,0.65,6,27,0
260,0,21,21.8,9.0,0.66,6,25,0
270,0,21,22.2,9.0,0.67,6,23,0
280,0,21,22.5,9.0,0.67,6,22,0
290,0,21,22.7,9.0,0.68,6,22,0
300,0,21,22.5,9.0,0.67,6,22,0
310,0,21,22.6,9.0,0.68,6,21,0
320,0,21,22.8,9.0,0.68,6,21,0
330,0,21,23.4,9.0,0.69,6,20,0
340,0,21,23.6,9.0,0.7,6,19,0
350,0,21,24.0,9.0,0.71,6,18,0
360,0,21,24.0,9.0,0.7,6,18,0
370,0,21,24.3,9.0,0.71,6,18,0
380,0,21,24.0,9.0,0.7,6,17,0
390,0,21,23.7,9.0,0.7,6,18,0
400,0,21,23.8,9.0,0.7,6,18,0
410,0,21,23.7,9.0,0.7,6,18,0
420,0,21,24.9,9.0,0.72,6,16,0
430,0,21,24.5,9.0,0.72,6,15,0
440,0,21,24.0,9.0,0.71,6,16,0
450,0,21,24.2,9.0,0.71,6,16,0
460,0,21,24.3,9.0,0.71,6,15,0
470,0,21,24.4,9.0,0.71,6,15,0
480,0,21,24.5,9.0,0.71,6,15,0
490,0,21,24.5,9.0,0.71,6,15,0
500,0,21,24.6,9.0,0.72,6,14,0
510,0,21,24.4,9.0,0.71,6,14,0
520,0,21,24.3,9.0,0.71,6,14,0
530,0,21,24.4,9.0,0.71,6,15,0
540,0,21,24.4,9.0,0.71,6,14,0
550,0,21,24.6,9.0,0.72,6,14,0
560,0,21,24.5,9.0,0.72,6,14,0
570,0,21,24.5,9.0,0.72,6,13,0
580,0,21,24.5,9.0,0.72,6,13,0
590,0,21,24.2,9.0,0.71,6,13,0
600,0,21,24.2,9.0,0.71,6,14,0
610,0,21,23.6,9.0,0.7,6,14,0
620,0,21,24.1,9.0,0.71,6,14,0
630,0,21,24.2,9.0,0.71,6,13,0
640,0,21,24.0,9.0,0.7,6,13,0
650,0,21,23.9,9.0,0.7,6,13,0
660,0,21,23.7,9.0,0.7,6,13,0
670,0,21,23.4,9.0,0.69,6,14,0
680,0,21,23.2,9.0,0.69,6,13,0
690,0,21,23.8,9.0,0.7,6,13,0
700,0,21,23.8,9.0,0.7,6,12,0
710,0,21,23.8,9.0,0.7,6,12,0
720,0,21,23.9,9.0,0.7,6,12,0
730,0,21,24.4,9.0,0.71,6,11,0
740,0,21,24.6,9.0,0.72,6,10,0
750,0,21,24.2,9.0,0.71,6,11,0
760,0,21,24.6,9.0,0.72,6,10,0
770,0,21,24.7,9.0,0.72,6,10,0
780,0,21,24.6,9.0,0.72,6,10,0
790,0,21,24.2,9.0,0.71,6,10,0
800,0,21,24.1,9.0,0.71,6,10,0
810,0,21,24.0,9.0,0.7,6,10,0
820,0,21,24.0,9.0,0.7,6,10,0
830,0,21,23.4,9.0,0.69,6,10,0
840,0,21,22.9,9.0,0.68,6,11,0
850,0,21,22.4,9.0,0.67,6,12,0
860,0,21,22.3,9.0,0.67,6,12,0
870,0,21,21.6,9.0,0.66,6,13,0
880,0,21,21.0,9.0,0.64,6,14,0
890,0,21,19.1,9.0,0.6,5,17,0
900,0,21,15.4,9.0,0.53,5,28,0
910,0,21,7.3,9.0,0.36,5,99,0
920,0,21,0.0,9.0,0.21,4,99,0
930,0,21,0.0,9.0,0.21,3,99,0
940,0,21,0.0,9.0,0.21,3,99,0
950,0,21,0.0,9.0,0.21,3,99,0
960,0,21,0.0,9.0,0.21,3,99,0
970,0,21,0.0,9.0,0.22,3,99,0
