time_s,deco_stop,o2,depth_m,temp_c,avg_ppo2,tts_min,ndl_min,he
10,0,21,2.1,24.0,0.25,1,0,0
20,0,21,2.9,24.0,0.27,1,99,0
30,0,21,4.7,24.0,0.31,1,99,0
40,0,21,6.6,24.0,0.34,1,99,0
50,0,21,7.9,24.0,0.37,1,99,0
60,0,21,9.1,24.0,0.4,1,99,0
70,0,21,9.5,24.0,0.41,1,99,0
80,0,21,9.3,24.0,0.4,1,99,0
90,0,21,9.6,24.0,0.41,1,99,0
100,0,21,9.7,24.0,0.41,1,99,0
110,0,21,8.8,24.0,0.39,1,99,0
120,0,21,9.1,24.0,0.4,1,99,0
130,0,21,9.9,24.0,0.42,1,99,0
140,0,21,9.5,24.0,0.41,1,99,0
150,0,21,9.5,24.0,0.41,1,99,0
160,0,21,9.5,24.0,0.41,1,99,0
170,0,21,9.8,24.0,0.41,1,99,0
180,0,21,9.9,24.0,0.41,1,99,0
190,0,21,9.9,25.0,0.41,1,99,0
200,0,21,10.0,25.0,0.42,1,99,0
210,0,21,9.7,25.0,0.41,1,99,0
220,0,21,9.4,25.0,0.41,1,99,0
230,0,21,9.7,25.0,0.41,1,99,0
240,0,21,9.6,25.0,0.41,1,99,0
250,0,21,8.9,25.0,0.39,1,99,0
260,0,21,8.8,25.0,0.39,1,99,0
270,0,21,8.4,25.0,0.39,1,99,0
280,0,21,8.3,25.0,0.38,1,99,0
290,0,21,8.0,25.0,0.38,1,99,0
300,0,21,8.7,25.0,0.39,1,99,0
310,0,21,8.2,25.0,0.38,1,99,0
320,0,21,9.1,25.0,0.4,1,99,0
330,0,21,9.9,25.0,0.41,1,99,0
340,0,21,10.1,25.0,0.42,1,99,0
350,0,21,9.7,25.0,0.41,1,99,0
360,0,21,10.3,25.0,0.42,1,99,0
370,0,21,9.0,25.0,0.39,1,99,0
380,0,21,8.6,25.0,0.39,1,99,0
390,0,21,9.5,25.0,0.41,1,99,0
400,0,21,9.7,25.0,0.41,1,99,0
410,0,21,8.6,25.0,0.39,1,99,0
420,0,21,9.2,25.0,0.4,1,99,0
430,0,21,9.8,25.0,0.41,1,99,0
440,0,21,10.0,25.0,0.42,1,99,0
450,0,21,9.9,25.0,0.42,1,99,0
460,0,21,10.0,25.0,0.42,1,99,0
470,0,21,9.6,25.0,0.41,1,99,0
480,0,21,10.0,25.0,0.42,1,99,0
490,0,21,10.4,25.0,0.43,1,99,0
500,0,21,10.7,25.0,0.43,2,99,0
510,0,21,10.8,25.0,0.43,2,99,0
520,0,21,10.5,25.0,0.43,1,99,0
530,0,21,10.5,25.0,0.43,1,99,0
