time_s,deco_stop,o2,depth_m,temp_c,avg_ppo2,tts_min,ndl_min,he
1000,0,21,6.1,25.0,0.33,4,99,0
1010,0,21,6.5,25.0,0.34,4,99,0
1020,0,21,6.3,25.0,0.34,4,99,0
1030,0,21,5.2,25.0,0.32,3,99,0
1040,0,21,4.6,25.0,0.3,3,99,0
1050,0,21,4.7,25.0,0.31,3,99,0
1060,0,21,5.0,25.0,0.31,3,99,0
1070,0,21,4.2,25.0,0.3,2,99,0
1080,0,21,4.2,25.0,0.3,2,99,0
1090,0,21,4.2,25.0,0.3,2,99,0
1100,0,21,4.0,25.0,0.29,2,99,0
1110,0,21,4.3,25.0,0.3,2,99,0
1120,0,21,4.4,25.0,0.3,2,99,0
1130,0,21,4.5,25.0,0.3,1,99,0
1140,0,21,4.7,25.0,0.31,1,99,0
1150,0,21,5.0,25.0,0.31,1,99,0
1160,0,21,5.0,25.0,0.32,1,99,0
1170,0,21,3.7,25.0,0.29,1,99,0
1180,0,21,2.3,25.0,0.26,1,99,0
1190,0,21,1.7,25.0,0.25,1,99,0
1200,0,21,0.0,25.0,0.22,0,99,0
1210,0,21,0.0,25.0,0.21,0,99,0
1220,0,21,0.0,25.0,0.22,1,99,0
1230,0,21,0.0,25.0,0.22,1,99,0
1240,0,21,0.0,25.0,0.21,1,99,0
1250,0,21,0.0,25.0,0.21,0,99,0
